ID,Date,Element,Data_Value
BKM00014652,2007-01-08,TMAX,-26
MK000013577,2014-10-28,TMIN,4
MJM00013363,2015-09-30,TMIN,84
ALM00013615,2012-08-18,TMIN,185
ALM00013615,2012-08-18,TMAX,355
MJM00013363,2005-08-04,TMAX,220
BKM00014648,2012-09-24,TMAX,302
MJM00013463,2006-08-25,TMAX,320
BKM00014648,2013-06-11,TMAX,264
MJM00013459,2015-05-21,TMIN,113
MJM00013363,2008-01-19,TMAX,139
BKM00014654,2011-02-22,TMAX,-1
MJM00013461,2005-02-12,TMIN,26
BKM00014648,2010-04-22,TMAX,250
MJM00013461,2005-02-12,TMAX,142
MJM00013459,2007-05-19,TMIN,97
BKM00014648,2010-04-22,TMIN,89
MJM00013459,2007-05-19,TMAX,194
MJM00013363,2008-01-19,TMIN,27
MJM00013459,2011-02-04,TMAX,78
BKM00014654,2013-11-26,TMIN,-29
BKM00014657,2011-07-10,TMIN,233
BKM00014654,2005-06-04,TMAX,280
BKM00014654,2005-04-26,TMIN,66
BKM00014654,2005-04-26,TMAX,148
MJM00013463,2014-05-19,TMIN,105
MJM00013463,2014-05-19,TMAX,253
BKM00014652,2014-11-09,TMAX,50
BKM00014648,2013-08-13,TMAX,362
MJM00013459,2013-11-16,TMAX,161
BKM00014654,2013-11-26,TMAX,-14
ALM00013615,2014-06-16,TMAX,275
MJM00013363,2015-11-13,TMIN,25
MJM00013461,2009-12-22,TMIN,80
MJM00013461,2012-11-26,TMIN,98
MJM00013363,2008-07-14,TMAX,310
MJM00013461,2012-11-26,TMAX,156
MJM00013363,2008-07-14,TMIN,147
BKM00014654,2005-08-07,TMAX,212
BKM00014654,2005-08-07,TMIN,103
BKM00014657,2013-09-10,TMIN,191
BKM00014654,2009-12-27,TMAX,73
BKM00014654,2009-12-27,TMIN,5
BKM00014654,2008-04-21,TMAX,252
BKM00014657,2013-09-10,TMAX,290
BKM00014652,2008-07-10,TMIN,82
ALM00013615,2014-09-08,TMIN,178
MJM00013363,2009-08-22,TMAX,297
BKM00014652,2013-07-20,TMAX,133
MJM00013363,2009-08-22,TMIN,110
BKM00014652,2013-07-20,TMIN,90
MJM00013459,2009-10-24,TMIN,86
BKM00014654,2011-02-22,TMIN,-26
MJM00013459,2009-10-24,TMAX,168
ALM00013615,2014-09-08,TMAX,272
MK000013577,2010-01-15,TMAX,7
MJM00013461,2013-09-15,TMAX,266
BKM00014654,2006-10-08,TMIN,100
BKM00014657,2013-09-14,TMIN,141
RIE00100814,2012-05-20,TMIN,108
MJM00013459,2010-02-14,TMIN,12
RIE00100814,2011-08-14,TMAX,323
BKM00014654,2009-10-24,TMIN,79
BKM00014654,2009-10-24,TMAX,136
MJM00013463,2008-08-26,TMIN,207
BKM00014648,2013-09-13,TMIN,135
BKM00014648,2013-09-13,TMAX,250
MJM00013463,2012-06-04,TMAX,292
MJM00013463,2008-08-26,TMAX,338
MJM00013363,2008-04-27,TMAX,125
MJM00013459,2010-05-21,TMIN,97
MJM00013459,2006-01-19,TMAX,33
MJM00013459,2005-08-07,TMAX,239
MJM00013459,2005-08-07,TMIN,128
MJM00013459,2015-05-06,TMIN,118
BKM00014648,2005-11-27,TMAX,156
MJM00013461,2007-08-18,TMAX,307
MJM00013461,2007-08-18,TMIN,201
MJM00013363,2008-04-27,TMIN,22
MJM00013461,2008-04-11,TMAX,213
MJM00013459,2010-02-14,TMAX,72
MJM00013363,2007-06-15,TMAX,290
BKM00014652,2013-01-24,TMIN,-61
BKM00014652,2013-01-24,TMAX,-41
MJM00013459,2011-04-19,TMAX,153
MJM00013459,2011-04-19,TMIN,44
BKM00014654,2007-05-19,TMAX,98
MJM00013363,2011-12-30,TMAX,29
BKM00014654,2012-04-06,TMAX,179
MJM00013461,2011-07-08,TMAX,303
MJM00013463,2008-04-07,TMIN,90
MJM00013459,2010-05-21,TMAX,175
BKM00014654,2012-04-06,TMIN,89
MJM00013461,2011-07-08,TMIN,198
MJM00013463,2008-04-07,TMAX,186
MJM00013461,2015-02-16,TMAX,157
MJM00013461,2008-01-08,TMIN,88
MJM00013461,2015-02-16,TMIN,64
MJM00013461,2008-01-08,TMAX,169
MJM00013363,2007-06-15,TMIN,118
MJM00013463,2012-06-04,TMIN,161
MJM00013461,2010-01-27,TMAX,98
RIE00100814,2012-05-20,TMAX,262
MJM00013461,2006-09-27,TMAX,243
MJM00013461,2008-04-11,TMIN,126
BKM00014654,2005-12-08,TMIN,-6
MJM00013463,2015-04-03,TMIN,72
MJM00013363,2013-04-15,TMAX,148
BKM00014657,2013-09-14,TMAX,241
MJM00013459,2011-03-17,TMIN,76
ALM00013615,2006-11-01,TMAX,208
BKM00014648,2007-08-23,TMIN,220
BKM00014648,2007-08-23,TMAX,418
MJM00013363,2007-01-05,TMIN,-57
MJM00013363,2007-01-05,TMAX,39
BKM00014654,2005-03-25,TMAX,147
BKM00014657,2009-05-06,TMIN,142
RIE00100814,2006-07-16,TMAX,277
BKM00014648,2010-10-26,TMAX,141
MJM00013363,2009-09-19,TMAX,216
RIE00100814,2006-07-16,TMIN,136
BKM00014648,2013-03-05,TMAX,182
BKM00014648,2013-03-05,TMIN,51
BKM00014654,2006-10-08,TMAX,144
RIE00100814,2006-09-21,TMAX,235
RIE00100814,2006-09-21,TMIN,164
BKM00014657,2010-07-17,TMIN,256
BKM00014654,2005-12-08,TMAX,26
BKM00014654,2005-03-25,TMIN,35
BKM00014652,2005-10-05,TMAX,70
RIE00100814,2007-12-08,TMAX,117
RIE00100814,2007-12-08,TMIN,0
BKM00014648,2005-07-08,TMAX,315
BKM00014657,2011-03-22,TMIN,84
BKM00014648,2005-05-01,TMAX,258
RIE00100814,2010-02-02,TMAX,7
BKM00014648,2005-05-01,TMIN,114
BKM00014648,2009-03-27,TMAX,162
MK000013577,2011-07-04,TMIN,47
MJM00013363,2013-04-30,TMAX,292
MJM00013363,2013-11-12,TMAX,108
BKM00014648,2005-07-08,TMIN,174
RIE00100814,2008-07-09,TMIN,169
RIE00100814,2008-07-09,TMAX,277
MJM00013459,2005-12-31,TMIN,-71
MJM00013463,2008-10-20,TMIN,121
MJM00013459,2005-12-31,TMAX,-1
MJM00013463,2008-10-20,TMAX,246
MJM00013363,2013-04-30,TMIN,63
BKM00014652,2005-10-05,TMIN,57
MK000013577,2011-07-04,TMAX,193
MJM00013461,2013-08-25,TMIN,195
MJM00013463,2011-05-15,TMAX,263
BKM00014657,2011-04-24,TMIN,135
MJM00013463,2013-04-21,TMIN,107
BKM00014648,2006-04-08,TMIN,82
BKM00014648,2013-10-15,TMAX,206
RIE00100814,2008-02-19,TMAX,112
RIE00100814,2008-02-19,TMIN,-3
MJM00013463,2013-02-22,TMAX,105
BKM00014648,2010-09-20,TMAX,235
MJM00013463,2013-02-22,TMIN,57
BKM00014648,2010-09-20,TMIN,166
MK000013577,2008-08-30,TMAX,225
ALM00013615,2013-05-31,TMAX,205
RIE00100814,2010-04-19,TMAX,160
MJM00013461,2009-05-23,TMAX,276
BKM00014652,2006-12-11,TMAX,-36
MJM00013363,2014-11-13,TMIN,92
MJM00013461,2009-05-23,TMIN,168
RIE00100814,2009-01-03,TMIN,-59
RIE00100814,2009-01-03,TMAX,-25
MJM00013363,2014-11-13,TMAX,164
BKM00014648,2006-04-08,TMAX,201
BKM00014648,2014-06-19,TMAX,254
BKM00014648,2014-06-19,TMIN,160
BKM00014648,2013-10-15,TMIN,161
BKM00014654,2005-10-06,TMAX,200
BKM00014654,2011-07-04,TMIN,96
MJM00013461,2015-05-26,TMIN,157
BKM00014654,2011-07-04,TMAX,274
RIE00100814,2013-09-15,TMIN,123
MJM00013461,2009-10-02,TMAX,217
MJM00013461,2009-10-02,TMIN,174
BKM00014648,2007-05-24,TMAX,304
RIE00100814,2008-08-01,TMIN,180
MJM00013463,2012-08-27,TMIN,232
RIE00100814,2008-08-01,TMAX,328
MJM00013363,2007-09-22,TMAX,202
MJM00013459,2012-09-07,TMIN,129
MJM00013459,2012-09-07,TMAX,275
MJM00013463,2012-04-02,TMIN,12
RIE00100814,2010-06-25,TMAX,236
BKM00014657,2011-04-20,TMIN,118
MJM00013363,2012-03-11,TMAX,71
MJM00013363,2012-03-11,TMIN,2
MJM00013463,2012-04-02,TMAX,186
BKM00014648,2007-05-24,TMIN,207
MJM00013463,2012-08-27,TMAX,297
ALM00013615,2013-05-31,TMIN,116
BKM00014657,2009-08-20,TMIN,217
MK000013577,2011-04-08,TMIN,38
BKM00014654,2010-12-27,TMAX,-40
MJM00013461,2014-12-04,TMIN,142
MJM00013461,2014-12-04,TMAX,186
MJM00013461,2012-05-11,TMIN,165
BKM00014648,2012-11-19,TMIN,102
BKM00014648,2012-11-19,TMAX,155
BKM00014652,2009-07-14,TMAX,179
MJM00013459,2006-10-23,TMIN,128
BKM00014654,2010-12-27,TMIN,-60
BKM00014652,2011-11-04,TMAX,53
MJM00013463,2009-06-30,TMAX,295
BKM00014648,2008-11-05,TMIN,120
MJM00013463,2009-06-30,TMIN,197
BKM00014648,2008-11-05,TMAX,255
MJM00013459,2010-07-19,TMAX,296
BKM00014654,2013-12-26,TMIN,83
MJM00013459,2010-07-19,TMIN,201
MJM00013363,2009-12-22,TMIN,-85
BKM00014654,2013-12-26,TMAX,133
BKM00014652,2014-09-03,TMAX,75
BKM00014654,2005-10-06,TMIN,127
MJM00013463,2015-04-08,TMIN,83
MJM00013363,2013-08-18,TMIN,124
BKM00014652,2013-05-07,TMAX,68
MJM00013459,2013-08-07,TMAX,374
MJM00013463,2011-04-04,TMIN,110
MJM00013459,2005-10-19,TMAX,172
MJM00013459,2005-10-19,TMIN,2
MK000013577,2008-08-30,TMIN,90
MK000013577,2011-04-08,TMAX,173
MJM00013363,2009-04-12,TMAX,198
MJM00013363,2009-04-12,TMIN,11
MJM00013363,2013-08-18,TMAX,333
MJM00013463,2008-05-24,TMAX,261
MJM00013461,2007-06-28,TMIN,210
BKM00014652,2009-07-14,TMIN,108
MK000013577,2015-12-14,TMAX,114
MK000013577,2015-12-14,TMIN,-14
BKM00014654,2007-12-08,TMAX,80
MJM00013461,2007-06-28,TMAX,318
BKM00014654,2007-12-08,TMIN,38
BKM00014652,2013-12-13,TMIN,-24
BKM00014652,2013-12-13,TMAX,10
MJM00013463,2011-04-04,TMAX,230
BKM00014648,2014-05-31,TMIN,139
MJM00013459,2007-12-08,TMIN,18
BKM00014648,2014-05-31,TMAX,214
MK000013577,2009-03-05,TMAX,73
BKM00014648,2007-12-01,TMIN,26
RIE00100814,2014-10-31,TMIN,76
MJM00013463,2013-09-20,TMIN,139
BKM00014648,2007-12-01,TMAX,125
MJM00013463,2013-09-20,TMAX,271
BKM00014654,2007-02-24,TMIN,4
BKM00014654,2007-02-24,TMAX,142
MJM00013459,2009-09-29,TMAX,223
BKM00014652,2014-10-17,TMAX,81
MK000013577,2013-03-09,TMIN,35
MJM00013463,2009-05-07,TMIN,118
MJM00013463,2009-05-07,TMAX,249
MJM00013363,2011-08-12,TMAX,274
BKM00014654,2009-03-30,TMAX,200
MJM00013463,2011-11-14,TMAX,139
MJM00013463,2015-05-06,TMIN,164
MJM00013459,2008-08-26,TMIN,144
BKM00014654,2009-03-30,TMIN,132
MJM00013459,2008-08-26,TMAX,305
MK000013577,2013-03-09,TMAX,72
BKM00014654,2006-08-03,TMIN,170
BKM00014652,2007-06-28,TMAX,113
BKM00014654,2014-08-01,TMAX,220
RIE00100814,2009-07-07,TMIN,182
BKM00014654,2007-09-21,TMIN,64
BKM00014648,2013-01-18,TMAX,85
MJM00013459,2011-08-06,TMIN,148
BKM00014654,2007-09-21,TMAX,190
MJM00013459,2009-09-29,TMIN,106
BKM00014648,2013-01-18,TMIN,32
BKM00014657,2015-12-10,TMIN,75
MJM00013459,2011-08-06,TMAX,296
BKM00014654,2014-08-01,TMIN,157
MK000013577,2009-03-05,TMIN,31
BKM00014648,2015-11-25,TMIN,44
BKM00014657,2015-12-10,TMAX,138
ALM00013615,2015-09-15,TMIN,158
MJM00013363,2005-03-31,TMAX,111
ALM00013615,2015-09-15,TMAX,324
BKM00014652,2005-04-04,TMAX,-2
BKM00014652,2005-04-04,TMIN,-40
MJM00013459,2015-10-30,TMIN,24
BKM00014654,2009-07-26,TMIN,128
BKM00014654,2009-07-26,TMAX,248
BKM00014654,2005-05-14,TMIN,70
MJM00013363,2009-02-24,TMAX,29
MK000013577,2008-01-29,TMIN,-114
MJM00013459,2008-02-14,TMIN,-44
MJM00013463,2010-03-15,TMAX,156
MJM00013363,2012-03-23,TMAX,209
MJM00013459,2008-02-14,TMAX,105
MJM00013463,2010-03-15,TMIN,31
MJM00013459,2014-01-23,TMAX,68
MJM00013363,2005-11-28,TMIN,28
BKM00014652,2008-06-09,TMAX,65
BKM00014652,2008-06-09,TMIN,50
MJM00013363,2012-03-23,TMIN,-11
MJM00013363,2008-01-08,TMAX,74
MJM00013463,2007-07-07,TMAX,341
BKM00014652,2015-02-15,TMAX,-55
MJM00013363,2011-08-12,TMIN,59
BKM00014654,2014-07-18,TMIN,135
MJM00013463,2008-12-20,TMAX,134
MJM00013463,2008-12-20,TMIN,60
BKM00014654,2014-07-18,TMAX,236
MJM00013459,2014-01-23,TMIN,24
MJM00013459,2007-12-08,TMAX,68
MJM00013463,2007-07-07,TMIN,194
BKM00014654,2006-08-03,TMAX,305
BKM00014648,2005-06-22,TMIN,195
RIE00100814,2007-03-04,TMAX,165
MJM00013463,2007-06-06,TMIN,190
MJM00013363,2009-02-24,TMIN,-38
MK000013577,2008-01-29,TMAX,35
MJM00013463,2007-06-06,TMAX,282
BKM00014652,2006-06-08,TMAX,-2
BKM00014657,2009-01-06,TMIN,3
RIE00100814,2014-10-31,TMAX,103
BKM00014657,2013-11-01,TMIN,145
BKM00014657,2013-11-01,TMAX,209
RIE00100814,2007-03-04,TMIN,66
BKM00014652,2006-06-08,TMIN,-17
MJM00013459,2011-12-04,TMIN,70
MK000013577,2014-08-08,TMIN,124
MJM00013463,2008-05-24,TMIN,148
BKM00014648,2005-06-22,TMAX,338
MJM00013461,2005-09-10,TMAX,294
MJM00013461,2005-09-10,TMIN,210
MJM00013459,2007-02-24,TMIN,9
MJM00013459,2007-02-24,TMAX,126
MJM00013463,2011-04-11,TMAX,233
MJM00013463,2011-04-11,TMIN,116
BKM00014654,2005-05-14,TMAX,246
BKM00014654,2008-04-07,TMIN,30
BKM00014654,2008-04-07,TMAX,174
MJM00013363,2005-02-20,TMIN,-103
BKM00014657,2015-04-08,TMAX,152
MJM00013459,2007-11-01,TMAX,117
MJM00013463,2014-05-08,TMIN,132
RIE00100814,2008-12-18,TMIN,69
BKM00014654,2006-12-06,TMIN,22
RIE00100814,2008-12-18,TMAX,105
MJM00013459,2011-07-04,TMIN,105
MK000013577,2005-09-10,TMIN,100
MJM00013363,2005-02-20,TMAX,-3
BKM00014657,2011-04-18,TMIN,111
BKM00014657,2013-09-01,TMAX,283
MJM00013459,2011-07-04,TMAX,244
MJM00013459,2013-07-28,TMIN,181
BKM00014648,2008-10-28,TMAX,202
BKM00014648,2008-10-28,TMIN,88
MJM00013459,2013-07-28,TMAX,352
MK000013577,2015-12-03,TMAX,113
BKM00014657,2014-12-16,TMIN,116
MJM00013459,2009-08-22,TMAX,330
BKM00014654,2006-12-06,TMAX,144
MJM00013463,2012-05-24,TMAX,248
MJM00013463,2014-05-08,TMAX,253
MJM00013459,2006-10-14,TMIN,96
MJM00013459,2007-11-01,TMIN,75
MJM00013461,2014-03-24,TMAX,154
BKM00014657,2011-11-22,TMIN,91
MJM00013459,2006-12-27,TMAX,99
BKM00014652,2013-10-16,TMAX,42
MJM00013459,2006-12-27,TMIN,-44
BKM00014652,2005-01-07,TMAX,-22
BKM00014657,2009-05-18,TMIN,189
BKM00014652,2005-01-07,TMIN,-81
BKM00014648,2011-09-19,TMAX,295
BKM00014652,2008-11-29,TMIN,-30
ALM00013615,2015-09-30,TMIN,116
ALM00013615,2015-09-30,TMAX,282
BKM00014648,2007-07-25,TMIN,253
MJM00013461,2007-05-05,TMAX,271
BKM00014654,2006-07-09,TMIN,118
BKM00014648,2007-07-25,TMAX,338
BKM00014648,2011-09-19,TMIN,169
BKM00014654,2006-07-09,TMAX,245
MJM00013459,2006-10-14,TMAX,182
MJM00013461,2007-05-05,TMIN,171
MJM00013461,2011-06-06,TMAX,297
BKM00014652,2013-06-16,TMAX,154
MJM00013463,2015-04-04,TMIN,52
BKM00014652,2006-11-09,TMIN,4
BKM00014648,2013-03-27,TMIN,33
MJM00013463,2011-08-15,TMAX,356
MJM00013463,2011-08-15,TMIN,210
MJM00013459,2010-08-06,TMAX,248
BKM00014652,2015-04-24,TMAX,15
MJM00013459,2008-04-07,TMIN,59
MJM00013459,2008-04-07,TMAX,136
RIE00100814,2006-04-08,TMAX,126
MJM00013463,2010-07-18,TMIN,259
RIE00100814,2006-04-08,TMIN,50
MJM00013463,2007-06-20,TMIN,211
MJM00013463,2014-10-13,TMAX,269
RIE00100814,2008-04-10,TMAX,186
BKM00014652,2006-03-28,TMIN,11
BKM00014652,2006-03-28,TMAX,29
RIE00100814,2008-04-10,TMIN,93
MJM00013463,2010-02-03,TMIN,-24
MJM00013463,2010-02-03,TMAX,71
MJM00013363,2014-09-08,TMAX,226
MJM00013463,2014-10-13,TMIN,138
MJM00013463,2012-05-24,TMIN,137
BKM00014648,2013-03-27,TMAX,75
MJM00013459,2006-07-16,TMIN,169
MJM00013459,2009-08-22,TMIN,160
MK000013577,2015-12-03,TMIN,-6
MKM00013588,2015-12-22,TMIN,-12
BKM00014657,2014-12-16,TMAX,151
MKM00013588,2015-12-22,TMAX,72
BKM00014657,2013-09-01,TMIN,200
MJM00013459,2013-05-01,TMAX,289
RIE00100814,2011-01-18,TMAX,138
MJM00013459,2013-05-01,TMIN,123
MJM00013459,2011-02-17,TMAX,106
BKM00014652,2011-05-22,TMAX,95
BKM00014648,2009-07-13,TMAX,323
BKM00014648,2009-07-13,TMIN,159
MJM00013459,2011-02-17,TMIN,30
BKM00014652,2009-05-18,TMIN,76
BKM00014648,2013-12-04,TMAX,112
BKM00014648,2013-12-04,TMIN,39
BKM00014652,2009-05-18,TMAX,129
MJM00013459,2006-07-16,TMAX,259
BKM00014652,2013-06-16,TMIN,96
MJM00013461,2013-01-16,TMAX,132
RIE00100814,2009-07-07,TMAX,291
ALM00013615,2013-05-13,TMAX,207
BKM00014654,2015-11-13,TMIN,41
RIE00100814,2009-03-19,TMAX,75
RIE00100814,2009-03-19,TMIN,12
BKM00014654,2013-08-09,TMIN,176
BKM00014654,2012-07-29,TMIN,177
BKM00014654,2012-07-29,TMAX,370
MJM00013461,2012-09-30,TMIN,196
BKM00014654,2011-09-26,TMAX,225
MJM00013461,2012-09-30,TMAX,302
BKM00014654,2011-09-26,TMIN,105
BKM00014652,2005-03-10,TMAX,-98
BKM00014648,2014-08-30,TMIN,182
MJM00013461,2014-01-20,TMAX,167
BKM00014654,2005-10-19,TMIN,-10
BKM00014648,2010-05-07,TMIN,102
BKM00014648,2010-05-07,TMAX,229
MK000013577,2008-01-19,TMAX,87
MK000013577,2008-01-19,TMIN,-16
BKM00014652,2014-05-05,TMAX,-19
ALM00013615,2014-03-08,TMIN,48
MK000013577,2013-11-16,TMAX,85
BKM00014654,2005-10-19,TMAX,142
MK000013577,2013-11-16,TMIN,45
ALM00013615,2015-06-20,TMIN,157
BKM00014652,2005-03-10,TMIN,-188
MJM00013459,2006-10-23,TMAX,171
MJM00013463,2007-04-14,TMIN,99
MJM00013463,2007-04-14,TMAX,282
MJM00013363,2014-11-16,TMAX,156
BKM00014652,2013-11-01,TMAX,81
MJM00013363,2014-11-16,TMIN,51
MJM00013463,2013-04-21,TMAX,243
BKM00014652,2011-11-22,TMAX,17
BKM00014648,2010-06-07,TMIN,150
ALM00013615,2015-06-20,TMAX,273
BKM00014648,2010-06-07,TMAX,310
ALM00013615,2013-01-06,TMAX,112
BKM00014652,2011-11-22,TMIN,-34
MJM00013363,2012-06-13,TMAX,262
BKM00014657,2008-11-29,TMIN,103
MJM00013463,2014-11-08,TMAX,232
BKM00014648,2014-08-30,TMAX,318
MJM00013459,2013-09-07,TMAX,296
MJM00013459,2013-09-07,TMIN,122
BKM00014654,2013-08-09,TMAX,372
BKM00014648,2008-04-30,TMIN,102
MJM00013461,2011-06-06,TMIN,193
BKM00014648,2012-02-15,TMAX,32
RIE00100814,2015-01-10,TMIN,-37
MJM00013463,2007-04-26,TMAX,263
MJM00013463,2007-04-26,TMIN,119
MJM00013463,2013-06-08,TMIN,163
MJM00013463,2007-02-01,TMAX,92
MJM00013461,2010-07-09,TMAX,287
MJM00013461,2011-09-14,TMAX,307
ALM00013615,2012-05-01,TMAX,282
ALM00013615,2012-05-01,TMIN,120
MJM00013461,2011-09-14,TMIN,213
MJM00013459,2007-08-20,TMIN,136
MJM00013461,2010-11-16,TMIN,111
MJM00013459,2007-08-20,TMAX,292
MK000013577,2006-09-27,TMIN,90
BKM00014652,2008-03-14,TMIN,-78
MJM00013459,2011-08-03,TMIN,142
RIE00100814,2007-09-07,TMAX,178
BKM00014654,2015-11-13,TMAX,160
RIE00100814,2010-03-25,TMAX,225
MK000013577,2006-09-27,TMAX,123
MJM00013363,2011-07-11,TMIN,148
MJM00013461,2010-11-16,TMAX,215
MJM00013363,2015-01-25,TMAX,8
MJM00013463,2013-06-08,TMAX,293
MK000013577,2012-08-30,TMIN,107
MK000013577,2013-08-16,TMAX,220
RIE00100814,2012-06-23,TMAX,324
BKM00014648,2012-02-15,TMIN,-60
RIE00100814,2007-09-07,TMIN,93
MK000013577,2013-08-16,TMIN,121
RIE00100814,2007-08-23,TMIN,230
MJM00013459,2006-08-03,TMIN,174
MJM00013459,2006-08-03,TMAX,282
BKM00014648,2011-06-19,TMIN,181
MJM00013363,2011-07-11,TMAX,327
MJM00013463,2014-11-08,TMIN,139
MJM00013363,2011-12-16,TMIN,3
RIE00100814,2006-05-04,TMIN,74
RIE00100814,2006-05-04,TMAX,185
MJM00013463,2007-02-01,TMIN,5
RIE00100814,2007-08-23,TMAX,412
BKM00014652,2005-08-06,TMAX,66
BKM00014652,2005-08-06,TMIN,41
BKM00014652,2014-05-05,TMIN,-53
MK000013577,2012-08-30,TMAX,267
BKM00014648,2011-06-19,TMAX,308
MJM00013463,2014-11-09,TMAX,202
MJM00013463,2014-11-09,TMIN,126
MJM00013459,2013-08-11,TMAX,319
BKM00014648,2011-06-02,TMAX,297
RIE00100814,2012-11-10,TMAX,143
BKM00014657,2013-10-03,TMIN,113
BKM00014657,2013-10-03,TMAX,195
BKM00014654,2005-02-20,TMAX,-2
BKM00014654,2005-02-20,TMIN,-84
MJM00013463,2015-05-03,TMIN,111
BKM00014654,2012-07-31,TMAX,288
BKM00014654,2012-07-31,TMIN,170
MJM00013461,2012-08-27,TMAX,314
MJM00013463,2009-05-19,TMAX,323
BKM00014652,2013-09-01,TMIN,50
BKM00014654,2011-12-21,TMAX,-19
MJM00013363,2014-04-25,TMIN,97
MJM00013363,2014-04-25,TMAX,157
BKM00014654,2013-11-15,TMIN,60
BKM00014654,2011-12-21,TMIN,-48
RIE00100814,2007-01-05,TMIN,-10
MJM00013463,2013-01-29,TMIN,35
BKM00014652,2012-07-17,TMAX,100
MJM00013463,2012-05-22,TMIN,131
MJM00013463,2013-01-29,TMAX,143
MJM00013461,2012-08-27,TMIN,221
BKM00014648,2008-05-29,TMAX,356
BKM00014648,2012-11-22,TMIN,115
BKM00014648,2013-02-13,TMAX,104
MJM00013459,2008-11-01,TMIN,97
RIE00100814,2010-12-07,TMIN,65
MJM00013463,2015-05-26,TMIN,143
BKM00014648,2013-02-13,TMIN,32
MJM00013461,2006-07-16,TMAX,310
RIE00100814,2010-12-07,TMAX,167
RIE00100814,2014-07-15,TMAX,245
BKM00014652,2015-08-11,TMIN,122
MJM00013459,2012-10-21,TMIN,44
MJM00013463,2009-10-02,TMAX,190
MJM00013461,2009-10-12,TMAX,237
MJM00013461,2009-10-12,TMIN,166
MJM00013461,2007-02-01,TMIN,46
MJM00013461,2008-10-20,TMIN,136
MJM00013461,2007-02-01,TMAX,125
MJM00013461,2008-10-20,TMAX,235
BKM00014648,2012-05-18,TMIN,110
BKM00014648,2012-05-18,TMAX,220
MJM00013459,2012-10-21,TMAX,230
BKM00014648,2012-11-22,TMAX,179
MK000013577,2014-12-07,TMAX,71
RIE00100814,2007-01-05,TMAX,35
MJM00013461,2012-08-30,TMIN,182
BKM00014652,2008-10-14,TMAX,81
BKM00014654,2011-12-04,TMIN,80
BKM00014654,2011-12-04,TMAX,134
MJM00013363,2015-11-18,TMIN,-20
MJM00013463,2013-05-10,TMAX,287
MJM00013459,2009-03-30,TMAX,144
BKM00014657,2015-08-11,TMAX,318
BKM00014657,2015-08-11,TMIN,241
MJM00013461,2012-08-30,TMAX,276
BKM00014648,2007-03-04,TMAX,198
BKM00014648,2009-02-04,TMAX,164
BKM00014648,2009-02-04,TMIN,106
MJM00013459,2009-03-30,TMIN,74
MJM00013463,2013-05-10,TMIN,155
BKM00014648,2008-05-29,TMIN,173
BKM00014654,2008-08-26,TMIN,120
MJM00013459,2012-12-24,TMAX,85
BKM00014654,2008-08-26,TMAX,255
BKM00014652,2015-10-23,TMIN,-41
BKM00014648,2007-03-04,TMIN,87
MK000013577,2014-12-07,TMIN,6
MJM00013363,2013-02-21,TMAX,56
BKM00014648,2007-10-17,TMAX,233
BKM00014648,2011-03-16,TMIN,94
BKM00014648,2011-03-16,TMAX,141
BKM00014657,2011-09-11,TMIN,223
MJM00013463,2009-09-25,TMIN,159
MJM00013463,2009-09-25,TMAX,285
BKM00014652,2012-07-17,TMIN,31
RIE00100814,2005-01-07,TMAX,90
RIE00100814,2015-10-02,TMAX,221
BKM00014657,2013-06-30,TMIN,176
MJM00013363,2013-02-21,TMIN,0
MJM00013463,2009-04-10,TMIN,97
RIE00100814,2005-01-07,TMIN,11
MJM00013463,2009-04-10,TMAX,250
MJM00013461,2008-01-19,TMAX,165
MJM00013461,2008-01-19,TMIN,61
BKM00014648,2007-10-17,TMIN,55
MJM00013459,2009-09-10,TMAX,246
MJM00013459,2009-09-10,TMIN,110
BKM00014648,2005-04-26,TMIN,125
BKM00014648,2005-04-26,TMAX,215
BKM00014657,2013-06-30,TMAX,270
MJM00013459,2012-12-24,TMIN,-33
RIE00100814,2011-01-24,TMAX,-4
MJM00013459,2006-01-31,TMIN,-8
BKM00014652,2012-01-09,TMIN,-95
MJM00013459,2007-07-10,TMIN,154
BKM00014657,2011-10-19,TMIN,94
MJM00013461,2011-06-07,TMAX,310
MJM00013461,2011-06-07,TMIN,202
MJM00013459,2014-10-06,TMIN,100
MJM00013459,2014-10-06,TMAX,190
BKM00014654,2015-07-20,TMAX,358
BKM00014654,2015-07-20,TMIN,182
MJM00013459,2007-07-10,TMAX,284
MJM00013363,2008-03-22,TMAX,107
MJM00013363,2008-03-22,TMIN,30
MJM00013461,2012-04-02,TMAX,169
MJM00013459,2011-09-29,TMAX,230
MJM00013461,2014-08-05,TMIN,221
MJM00013461,2014-08-05,TMAX,309
MJM00013363,2011-10-16,TMAX,68
MK000013577,2010-05-11,TMAX,185
MK000013577,2010-05-11,TMIN,65
RIE00100814,2011-07-26,TMAX,258
MJM00013461,2012-04-02,TMIN,81
RIE00100814,2015-02-10,TMIN,-51
BKM00014654,2006-10-02,TMAX,254
BKM00014652,2005-11-05,TMIN,24
MJM00013461,2007-08-25,TMAX,321
MJM00013459,2007-02-03,TMIN,-24
MJM00013461,2015-12-14,TMIN,66
MJM00013463,2010-08-29,TMAX,315
MJM00013461,2007-08-25,TMIN,230
BKM00014652,2008-07-02,TMIN,108
BKM00014654,2013-04-06,TMIN,75
